	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
135	Cy5-biotin-BSA med 8th grid	Cy5 BSA 10ng/ul	8	1	2	1362.73	1555.25	2020.60	980.61	1211.86	1532.39	420.74	373.09	514.62	1330.00	1528.00	1980.00	1029.00	1265.00	1546.00	388.00	345.84	474.03	1528.00	1612.67	1646.19	1555.25	1265.00	1280.00	1241.62	1211.86	388.00	402.62	436.15	420.74	338.23	333.17	277.09	258.83	72.02	65.33	20.66	20.55	20.22	22.32	16.23	16.51	366.19	842.00	687.00	702.00	743.67	85.49	61.01	49.78	50.87	53.89	6.19	38.99	50.22	49.13	46.11	1147421.00	1068457.00	1418459.00	1211445.67	179.51	153.72	247.33	1973.44	1667.39	1460.68	1700.50	517.06	485.65	567.31	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
136	Cy5-biotin-BSA high 8th grid	Cy5 BSA 15ng/ul	8	1	3	6263.08	6582.76	8706.77	4851.44	5504.92	8140.86	1538.67	1204.91	544.07	6123.00	6528.00	8590.00	6356.00	6873.00	8359.00	1398.59	1150.14	427.30	6528.00	7080.33	7184.20	6582.76	6873.00	7196.00	6165.74	5504.92	1150.14	992.01	1095.88	1204.91	1328.23	1323.00	1741.43	1039.83	506.18	504.58	18.69	18.49	14.45	28.24	50.86	46.19	-11.80	1293.00	1225.00	74.00	864.00	685.00	93.70	88.77	5.36	62.61	49.64	6.30	11.23	94.64	37.39	8098160.00	8063883.00	644301.00	5602114.67	794.86	684.34	348.59	2502.94	2156.85	115.50	1591.76	3587.12	3677.98	2573.55	3	3	3	0	0	3	0	0	0	0	0	0	0	0	0	0
137	antigen 017	GAGE1	8	1	4	922.10	1875.71	1224.22	593.60	1177.76	952.72	348.47	741.43	371.74	828.00	1792.00	1090.00	582.00	1094.00	877.00	254.38	657.71	237.52	1090.00	1236.67	1340.68	1224.22	877.00	851.00	908.03	952.72	254.38	383.20	487.21	371.74	487.36	498.45	294.63	256.99	220.46	237.88	40.31	36.35	30.20	32.45	62.08	45.25	489.68	397.00	891.00	127.00	471.67	387.43	28.77	64.57	9.20	34.18	28.07	71.23	35.43	90.80	65.82	366072.00	1671262.00	155476.00	730936.67	798.09	649.95	495.59	173.34	1016.41	95.26	428.34	219.56	541.31	1656.45	0	0	3	0	0	3	0	0	0	0	0	0	0	0	0	0
138	antigen 021	GAGE6	8	1	5	1492.63	1410.83	1883.06	949.57	745.61	812.40	632.55	673.90	1076.47	1220.00	1006.00	1054.00	686.00	704.00	788.00	359.93	269.07	247.41	1054.00	1093.33	1595.50	1492.63	704.00	726.00	835.86	812.40	269.07	292.14	794.31	673.90	252.36	112.29	103.98	54.44	245.23	59.70	10.27	15.82	7.50	12.44	20.44	30.87	869.50	232.00	47.00	381.00	220.00	167.32	16.81	3.41	27.61	15.94	12.12	83.19	96.59	72.39	84.06	346289.00	66309.00	717445.00	376681.00	2247.34	1466.73	6405.62	65.30	21.59	64.03	50.31	843.50	170.42	123.35	0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	3
139	antigen 025	LDHC	8	1	6	1974.73	923.17	1079.23	1198.16	654.62	847.20	826.40	277.26	273.41	1864.00	880.00	1033.00	906.00	611.00	782.00	715.67	234.09	227.18	1033.00	1259.00	1325.71	1079.23	782.00	766.33	899.99	847.20	234.09	392.31	459.02	277.26	567.46	529.50	275.59	148.12	318.17	280.06	42.06	42.80	19.33	30.62	71.39	69.31	559.38	353.00	42.00	277.00	224.00	162.13	25.58	3.04	20.07	16.23	11.75	74.42	96.96	79.93	83.77	697081.00	38773.00	298947.00	344933.67	580.42	178.30	179.34	502.60	65.31	422.29	330.07	622.29	119.37	452.53	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
140	antigen 045	NY-ESO-1	8	1	7	913.86	1123.74	934.71	627.57	735.66	644.48	306.95	410.12	292.24	888.00	1097.00	903.00	591.00	680.00	665.00	281.09	383.38	260.53	903.00	962.67	990.77	934.71	665.00	645.33	669.23	644.48	281.09	308.33	336.44	306.95	115.63	116.58	58.14	47.65	64.24	65.80	12.11	11.67	7.38	8.69	21.34	19.09	345.44	276.00	503.00	232.00	337.00	145.43	20.00	36.45	16.81	24.42	10.54	80.00	63.55	83.19	75.58	252226.00	565243.00	216853.00	344774.00	205.57	575.33	196.29	412.11	358.56	345.41	372.03	223.91	341.58	153.27	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
141	antigen 121	CTAG2/LAGE-1b/LAGE-1L	8	1	8	783.96	1100.08	909.21	452.50	735.27	522.81	342.68	375.00	389.80	711.00	1009.00	770.00	417.00	692.00	519.00	269.71	283.92	250.59	770.00	830.00	931.08	909.21	519.00	542.67	570.19	522.81	269.71	268.08	369.16	375.00	159.19	157.80	147.22	139.02	24.10	16.73	19.01	17.10	25.62	25.82	6.24	6.53	388.42	194.00	338.00	76.00	202.67	131.21	14.06	24.49	5.51	14.69	9.51	85.94	75.51	94.49	85.31	152089.00	371827.00	69100.00	197672.00	179.26	681.27	527.12	370.85	186.05	56.20	204.37	140.25	239.69	120.52	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	3
142	antigen 049	RELT	8	2	1	869.19	1277.97	1697.15	544.32	918.28	1146.36	335.50	375.93	593.37	820.00	1210.00	1627.00	503.00	879.00	1059.00	286.32	307.96	523.22	1210.00	1219.00	1281.43	1277.97	879.00	813.67	869.65	918.28	307.96	372.50	434.93	375.93	413.99	403.58	303.96	283.70	138.69	130.98	33.11	32.31	34.87	34.95	35.16	31.89	467.77	646.00	347.00	1067.00	686.67	361.72	46.81	25.14	77.32	49.76	26.21	53.19	74.86	22.68	50.24	561494.00	443456.00	1810855.00	938601.67	138.56	601.44	336.21	1564.22	216.89	1883.14	1221.42	137.70	264.24	531.16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
143	antigen 053	SPAG9	8	2	2	849.61	1195.09	1414.45	562.40	886.07	1025.65	294.11	310.70	400.81	830.00	1170.00	1357.00	513.00	879.00	997.00	274.50	285.62	343.36	1170.00	1119.00	1153.05	1195.09	879.00	796.33	824.71	886.07	285.62	301.16	335.21	310.70	284.76	267.18	237.64	252.37	57.42	36.97	23.88	24.70	31.69	28.82	12.27	17.13	356.71	208.00	267.00	442.00	305.67	121.70	15.07	19.35	32.03	22.15	8.82	84.93	80.65	67.97	77.85	176718.00	319088.00	625188.00	373664.67	108.03	136.52	165.17	566.27	607.68	1072.57	748.84	120.07	155.32	339.01	0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	3
144	antigen 057	SPANXD	8	2	3	1016.92	1518.96	1198.56	667.52	1149.04	860.69	357.26	403.41	358.79	938.00	1450.00	1128.00	630.00	966.00	877.00	278.34	334.44	288.23	1128.00	1172.00	1244.81	1198.56	877.00	824.33	892.41	860.69	288.23	300.34	373.15	358.79	254.20	258.82	242.32	174.08	26.21	29.95	22.08	20.42	21.12	27.15	9.97	7.02	420.48	395.00	169.00	241.00	268.33	115.45	28.62	12.25	17.46	19.44	8.37	71.38	87.75	82.54	80.56	401683.00	256705.00	288852.00	315746.67	415.20	223.45	395.73	339.88	305.11	218.50	287.83	145.35	506.81	298.16	0	0	0	0	3	3	0	0	0	0	0	0	0	0	3	3
145	antigen 077	FES	8	2	4	1057.70	2038.76	1183.06	779.08	1314.41	845.53	288.54	751.50	352.65	1020.00	1981.00	1125.00	703.00	1174.00	813.00	250.84	693.74	294.60	1125.00	1375.33	1426.51	1183.06	813.00	896.67	979.67	845.53	294.60	413.06	464.23	352.65	533.92	527.14	291.79	246.39	250.84	244.06	38.33	37.43	27.48	29.78	59.09	54.03	529.84	355.00	301.00	315.00	323.67	28.02	25.72	21.81	22.83	23.45	2.03	74.28	78.19	77.17	76.55	375485.00	613666.00	372663.00	453938.00	148.49	432.75	303.04	689.83	522.70	366.57	526.37	220.96	442.68	219.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
146	antigen 081	PRKCZ	8	2	5	2085.29	1363.66	1271.76	1300.78	922.60	933.50	851.01	444.25	342.73	2009.00	1150.00	1246.00	1109.00	896.00	909.00	774.72	230.59	316.97	1246.00	1468.33	1573.57	1363.66	909.00	971.33	1052.29	933.50	316.97	440.76	546.00	444.25	445.54	470.68	215.27	119.40	268.98	292.43	32.06	28.31	12.29	20.46	66.35	49.26	602.24	927.00	172.00	251.00	450.00	414.98	67.17	12.46	18.19	32.61	30.07	32.83	87.54	81.81	67.39	1933063.00	234550.00	319212.00	828941.67	524.75	1492.31	125.56	1503.36	51.20	685.12	746.56	643.52	183.80	195.28	0	0	0	0	3	3	0	0	0	0	0	0	0	0	3	3
147	antigen 085	CDC25A	8	2	6	1620.48	1026.55	1220.63	718.11	784.77	757.34	958.92	308.45	470.00	922.00	946.00	1076.00	676.00	696.00	776.00	260.44	227.90	325.37	946.00	981.33	1289.22	1220.63	696.00	716.00	753.41	757.34	260.44	271.24	579.12	470.00	302.85	82.86	33.50	52.92	338.69	49.62	8.44	23.49	7.39	4.45	18.30	58.48	573.22	73.00	223.00	166.00	154.00	75.72	5.29	16.16	12.03	11.16	5.49	94.71	83.84	87.97	88.84	118295.00	228920.00	202624.00	183279.67	3477.69	603.19	992.60	20.13	114.03	78.60	70.92	720.97	661.03	126.07	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
148	antigen 089	p53 C141Y	8	2	7	1276.35	1162.99	1033.08	615.08	800.62	655.24	662.98	378.66	397.02	849.00	1111.00	909.00	598.00	805.00	600.00	235.63	326.67	272.94	909.00	956.33	1157.47	1162.99	600.00	667.67	690.31	655.24	272.94	278.41	479.55	397.02	121.73	137.26	97.61	118.94	159.12	45.77	14.35	10.52	17.81	14.14	16.44	33.18	489.81	208.00	458.00	240.00	302.00	136.04	15.07	33.19	17.39	21.88	9.86	84.93	66.81	82.61	78.12	265481.00	532648.00	247940.00	348689.67	4555.70	289.06	706.51	30.27	599.97	134.87	255.03	101.17	264.72	243.60	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	3
149	antigen 016	FTHL17	8	6	7	1059.71	927.12	1725.58	762.55	610.29	719.41	340.87	327.68	1023.28	1021.00	847.00	996.00	696.00	593.00	684.00	302.17	247.55	293.70	996.00	954.67	1237.47	1059.71	684.00	657.67	697.42	719.41	293.70	281.14	563.94	340.87	427.88	94.08	78.48	56.32	397.85	29.39	9.85	34.58	8.56	11.25	10.46	70.55	579.80	146.00	371.00	404.00	307.00	140.40	10.58	26.88	29.28	22.25	10.17	89.42	73.12	70.72	77.75	154717.00	343962.00	697135.00	398604.67	218.21	156.39	6149.95	228.07	777.34	67.22	357.54	539.64	113.94	220.51	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
150	antigen 097	p53 L344P	8	7	1	1107.47	932.21	1093.40	724.20	629.00	674.88	410.63	314.44	433.56	996.00	917.00	980.00	695.00	600.00	681.00	299.15	299.23	320.16	980.00	964.33	1044.36	1093.40	681.00	658.67	676.03	674.88	299.23	306.18	386.21	410.63	97.38	41.77	47.61	51.29	63.20	12.10	4.33	9.32	7.79	7.04	3.95	16.36	385.70	353.00	294.00	172.00	273.00	92.31	25.58	21.30	12.46	19.78	6.69	74.42	78.70	87.54	80.22	390938.00	274071.00	188065.00	284358.00	706.38	142.63	643.83	205.20	648.14	115.82	323.06	259.10	171.27	200.51	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
151	antigen 113	ROPN1A	8	8	1	939.98	927.00	951.89	571.54	618.96	531.46	388.88	341.83	434.96	813.00	858.00	822.00	506.00	570.00	495.00	261.90	272.83	305.06	822.00	831.00	939.62	939.98	506.00	523.67	573.99	571.54	272.83	279.93	388.56	388.88	12.45	23.81	43.80	40.50	46.57	22.44	2.87	1.33	7.73	7.63	8.02	11.98	415.96	149.00	413.00	226.00	262.67	135.77	10.80	29.93	16.38	19.03	9.84	89.20	70.07	83.62	80.97	140057.00	382849.00	215128.00	246011.33	603.75	331.52	454.38	95.97	425.84	216.34	246.05	217.09	341.05	190.53	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	3
152	antigen 117	BORIS B0	8	8	2	891.50	851.70	1754.21	453.41	441.57	482.45	447.59	417.88	1318.30	701.00	720.00	1406.00	426.00	402.00	413.00	257.09	286.19	970.09	720.00	942.33	1165.80	891.50	413.00	413.67	459.15	453.41	286.19	504.46	727.93	447.59	509.97	401.66	21.03	12.01	511.50	403.51	42.62	43.74	2.90	4.58	79.99	70.27	752.14	88.00	132.00	14.00	78.00	59.63	6.38	9.57	1.01	5.65	4.32	93.62	90.43	98.99	94.35	78452.00	112424.00	24559.00	71811.67	592.33	397.19	1265.37	66.50	138.88	14.59	73.32	144.93	107.69	434.26	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
