	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
36	Cy5-biotin-BSA med 2nd grid	Cy5 BSA 10ng/ul	2	3	2	1110.78	1276.66	0.00	670.65	854.39	0.00	451.45	426.16	0.00	1092.00	1220.00	0.00	610.00	949.00	0.00	432.67	369.50	0.00	1220.00	1156.00	1193.72	1276.66	949.00	779.50	762.52	854.39	432.67	401.08	438.80	451.45	117.29	90.51	129.92	239.71	17.88	44.67	7.83	9.83	30.75	17.04	11.14	4.08	414.22	1039.00	573.00	0.00	806.00	329.51	75.29	41.52	0.00	58.41	23.88	24.71	58.48	100.00	61.06	1154101.00	731526.00	0.00	942813.50	199.06	1526.32	0.00	2356.37	159.98	<NO DATA>	838.78	321.62	382.27	0.00	0	0	0	0	0	2	0	0	2	0	0	2	0	0	0	0
37	Cy5-biotin-BSA high 2nd grid	Cy5 BSA 15ng/ul	2	3	3	7751.42	9563.10	0.00	6630.46	8515.51	0.00	1246.65	1070.72	0.00	7635.00	9425.00	0.00	7664.00	8437.00	0.00	1130.23	932.62	0.00	9425.00	8530.00	8657.26	9563.10	8437.00	8050.50	7572.98	8515.51	1130.23	1031.42	1158.68	1246.65	1281.05	1265.72	1332.93	546.59	124.40	139.73	14.84	14.80	6.79	17.60	13.55	10.74	606.76	1053.00	203.00	0.00	628.00	601.04	76.30	14.71	0.00	45.51	43.55	23.70	85.29	100.00	69.66	8162247.00	1941310.00	0.00	5051778.50	808.31	716.00	0.00	1624.02	303.57	<NO DATA>	642.53	4141.23	3394.32	0.00	2	2	0	0	2	2	0	0	2	0	0	2	0	0	2	2
38	antigen 002	BAGE3	2	6	7	522.24	722.03	530.87	315.94	363.51	303.93	216.73	373.87	234.03	522.00	586.00	515.00	294.00	301.00	286.00	216.49	237.84	218.16	522.00	541.00	591.72	530.87	294.00	293.67	327.79	315.94	218.16	224.16	274.88	234.03	112.94	39.13	31.51	7.51	86.17	11.88	7.23	19.09	2.56	9.61	5.30	31.35	298.05	149.00	30.00	209.00	129.33	91.11	10.80	2.17	15.14	9.37	6.60	89.20	97.83	84.86	90.63	77814.00	21661.00	110952.00	70142.33	9.92	490.36	72.81	3255.86	22.87	671.79	1316.84	113.32	152.44	99.27	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
39	antigen 095	p53 S392A	2	7	1	571.49	725.00	829.20	299.56	268.50	263.74	291.26	457.87	564.97	506.00	892.00	904.00	283.00	284.00	280.00	225.77	624.87	639.77	892.00	767.33	708.56	725.00	283.00	282.33	277.27	268.50	624.87	496.80	438.03	457.87	129.64	226.40	19.45	2.08	137.93	234.84	29.50	18.30	0.74	7.02	47.27	31.49	426.23	39.00	2.00	5.00	15.33	20.55	2.83	0.14	0.36	1.11	1.49	97.17	99.86	99.64	98.89	22288.00	1450.00	4146.00	9294.67	172.24	236.17	300.48	65.95	3.88	9.40	26.41	122.88	41.36	42.59	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
40	antigen 103	SOX2	2	8	1	687.09	742.18	639.17	332.45	351.33	293.55	366.48	423.19	346.57	653.00	639.00	585.00	304.00	295.00	301.00	332.39	320.01	292.40	639.00	625.67	689.48	687.09	301.00	300.00	325.78	332.45	320.01	314.93	378.75	366.48	51.55	35.91	29.46	4.58	39.76	20.47	5.74	7.48	1.53	9.04	6.50	10.50	389.48	202.00	94.00	6.00	100.67	98.17	14.64	6.81	0.43	7.29	7.11	85.36	93.19	99.57	92.71	138793.00	69765.00	3835.00	70797.67	196.53	521.20	134.93	376.68	76.32	15.41	156.14	132.82	269.59	66.36	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
41	antigen 107	MAP9	2	8	2	562.07	544.64	639.31	301.34	308.84	327.22	262.02	240.79	315.75	510.00	524.00	586.00	297.00	295.00	306.00	209.95	220.15	262.44	524.00	540.00	582.01	562.07	297.00	299.33	312.47	308.84	220.15	230.85	272.85	262.02	50.38	40.45	13.32	5.86	38.63	27.83	7.49	8.66	1.96	4.26	12.06	14.16	282.67	56.00	156.00	55.00	89.00	58.03	4.06	11.30	3.99	6.45	4.20	95.94	88.70	96.01	93.55	31476.00	84964.00	35162.00	50534.00	172.95	110.72	180.19	84.84	339.27	96.38	173.50	77.75	82.48	96.69	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
42	Cy5-biotin-BSA low 3rd grid	Cy5 BSA 5ng/ul	3	1	1	1511.40	1677.96	1901.18	1029.24	1132.89	1117.76	522.31	602.34	838.36	1448.00	1602.00	1827.00	915.00	1157.00	939.00	458.91	526.38	764.18	1602.00	1625.67	1696.85	1677.96	939.00	1003.67	1093.30	1117.76	526.38	583.15	654.33	602.34	195.58	190.61	55.99	133.33	164.32	160.36	11.72	11.53	13.28	5.12	27.50	25.11	693.18	770.00	779.00	962.00	837.00	108.35	55.80	56.45	69.71	60.65	7.85	44.20	43.55	30.29	39.35	1163777.00	1307131.00	1828939.00	1433282.33	255.21	436.88	538.50	1575.87	1074.02	1497.67	1382.52	713.17	891.31	866.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
43	Cy5-biotin-BSA med 3rd grid	Cy5 BSA 10ng/ul	3	1	2	1262.63	1329.31	1597.93	818.93	905.24	1200.44	465.89	450.54	408.89	1208.00	1314.00	1525.00	956.00	1070.00	1201.00	411.27	435.23	335.96	1314.00	1349.00	1396.62	1329.31	1070.00	1075.67	974.87	905.24	411.27	394.15	441.77	450.54	177.50	161.37	200.06	122.60	29.50	51.80	11.96	12.71	11.40	20.52	13.14	6.68	320.96	981.00	836.00	484.00	767.00	255.58	71.09	60.58	35.07	55.58	18.52	28.91	39.42	64.93	44.42	1238638.00	1111306.00	773398.00	1041114.00	191.21	183.07	826.75	2390.23	2057.43	239.37	1562.34	493.40	550.32	503.77	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
44	Cy5-biotin-BSA high 3rd grid	Cy5 BSA 15ng/ul	3	1	3	7232.84	7555.81	9900.35	4238.93	6268.68	8879.56	3286.55	1456.74	1012.24	6795.00	7208.00	9713.00	5565.00	6491.00	8452.00	2848.71	1108.93	824.89	7208.00	7905.33	8229.67	7555.81	6491.00	6836.00	6462.39	6268.68	1108.93	1594.18	1918.51	1456.74	1455.84	1579.05	2326.37	1474.10	1205.42	1095.70	19.97	17.69	21.56	36.00	68.73	62.83	1393.67	1281.00	1022.00	80.00	794.33	632.04	92.83	74.06	5.80	57.56	45.80	7.17	25.94	94.20	42.44	9265262.00	7722042.00	792028.00	5926444.00	1985.11	1429.55	685.17	2120.82	1041.44	118.19	1093.48	3911.33	4079.91	3261.02	3	3	3	0	0	3	0	0	0	0	0	0	0	0	0	0
45	antigen 005	CCDC33	3	1	4	747.54	920.23	666.34	366.45	362.97	316.83	393.47	580.21	359.06	626.00	614.00	528.00	309.00	303.00	287.00	271.93	273.98	220.71	614.00	589.33	778.04	747.54	303.00	299.67	348.75	362.97	271.93	255.54	444.25	393.47	129.67	53.45	27.70	11.37	119.00	30.18	9.07	16.67	3.80	7.94	11.81	26.79	478.37	150.00	98.00	141.00	129.67	27.79	10.87	7.10	10.22	9.40	2.01	89.13	92.90	89.78	90.60	112131.00	90183.00	93954.00	98756.00	466.94	752.39	1075.06	126.40	75.57	47.09	83.02	125.95	225.43	140.63	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
46	antigen 009	CSAG2	3	1	5	766.42	676.03	636.59	428.18	426.26	372.81	351.93	299.63	271.36	733.00	609.00	619.00	332.00	303.00	302.00	318.51	232.60	253.77	619.00	653.67	693.01	676.03	303.00	312.33	409.08	426.26	253.77	268.29	307.64	299.63	66.56	68.89	31.43	17.04	40.88	44.76	10.54	9.60	5.46	7.68	16.68	13.29	380.68	432.00	560.00	531.00	507.67	67.11	31.30	40.58	38.48	36.79	4.86	68.70	59.42	61.52	63.21	331093.00	378575.00	338029.00	349232.33	113.95	325.17	142.22	1334.15	516.01	1013.14	954.43	199.43	726.62	130.01	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
47	antigen 013	CXorf48.1	3	1	6	701.57	646.88	655.84	382.28	381.67	365.95	332.95	304.99	297.21	612.00	617.00	624.00	298.00	301.00	297.00	243.38	275.11	265.37	617.00	617.67	668.10	655.84	298.00	298.67	376.64	381.67	265.37	261.29	311.72	304.99	29.33	6.03	9.26	2.08	18.79	16.25	0.98	4.39	0.70	2.46	6.22	6.03	369.43	422.00	313.00	272.00	335.67	77.53	30.58	22.68	19.71	24.32	5.62	69.42	77.32	80.29	75.68	296064.00	202475.00	178389.00	225642.67	1027.73	181.91	198.87	136.72	524.79	406.52	356.01	166.56	547.88	125.18	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
48	antigen 030	MAGEA11	3	1	7	551.27	601.35	595.61	329.85	311.13	336.53	227.20	295.20	279.33	535.00	524.00	529.00	298.00	298.00	290.00	210.93	217.85	212.72	529.00	529.33	582.74	595.61	298.00	295.33	325.84	329.85	212.72	213.83	267.24	279.33	27.41	5.51	13.17	4.62	35.57	3.59	1.04	4.70	1.56	4.04	1.68	13.31	287.41	78.00	63.00	89.00	76.67	13.05	5.65	4.57	6.45	5.56	0.95	94.35	95.43	93.55	94.44	42999.00	37885.00	53009.00	44631.00	69.57	223.17	298.43	254.73	83.33	83.30	140.45	81.14	97.15	280.74	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
49	antigen 110	SPATS1 (isoform a)	3	1	8	687.66	671.29	572.64	332.59	298.67	297.29	358.20	375.24	285.52	546.00	504.00	542.00	307.00	294.00	294.00	216.55	207.95	254.89	542.00	530.67	643.86	671.29	294.00	298.33	309.52	298.67	216.55	226.46	339.65	358.20	62.22	23.18	19.99	7.51	47.65	24.99	4.37	9.66	2.52	6.46	11.04	14.03	345.53	58.00	31.00	11.00	33.33	23.59	4.20	2.25	0.80	2.42	1.71	95.80	97.75	99.20	97.58	39884.00	20810.00	6299.00	22331.00	349.52	391.60	88.66	59.44	29.71	35.42	41.52	61.40	69.12	115.56	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
50	antigen 034	MAGEA4v3	3	2	1	806.27	662.01	641.91	429.02	370.73	357.64	403.66	306.81	294.46	649.00	610.00	608.00	370.00	299.00	297.00	246.38	254.80	260.55	610.00	622.33	703.40	662.01	299.00	322.00	385.80	370.73	254.80	253.91	334.97	306.81	89.66	23.12	38.00	41.58	59.80	7.13	3.71	12.75	12.91	9.85	2.81	17.85	381.40	222.00	376.00	347.00	315.00	81.84	16.09	27.25	25.14	22.83	5.93	83.91	72.75	74.86	77.17	178993.00	248916.00	222742.00	216883.67	597.82	166.69	134.59	149.90	692.07	759.17	533.71	228.83	160.70	157.32	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
51	antigen 038	MAGEB5	3	2	2	1133.97	1196.76	1245.81	596.87	593.27	604.51	563.56	635.89	679.32	1097.00	1168.00	1208.00	302.00	303.00	290.00	526.59	607.13	641.51	1168.00	1157.67	1192.18	1196.76	302.00	298.33	598.22	596.87	607.13	591.74	626.26	635.89	56.06	56.22	5.74	7.23	58.48	58.98	4.86	4.70	2.42	0.96	9.97	9.34	893.85	1020.00	1020.00	1136.00	1058.67	66.97	73.91	73.91	82.32	76.71	4.85	26.09	26.09	17.68	23.29	1156646.00	1220695.00	1415244.00	1264195.00	211.89	255.27	221.32	2712.87	2540.88	3486.84	2913.53	433.31	457.27	494.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
52	antigen 042	NLRP4	3	2	3	2394.00	675.79	969.68	313.56	349.41	330.37	2085.93	357.45	651.73	943.00	560.00	666.00	291.00	300.00	295.00	634.93	241.66	348.05	666.00	723.00	1346.49	969.68	295.00	295.33	331.11	330.37	348.05	408.21	1031.70	651.73	918.99	197.76	17.94	4.51	924.77	203.42	27.35	68.25	1.53	5.42	49.83	89.64	1051.16	7.00	24.00	28.00	19.67	11.15	0.51	1.74	2.03	1.43	0.81	99.49	98.26	97.97	98.57	16758.00	16219.00	27151.00	20042.67	3036.05	269.91	998.32	4.81	31.78	18.28	18.29	66.36	248.49	169.31	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
53	antigen 062	SYCE1	3	2	4	670.16	653.82	644.69	421.72	399.19	399.43	257.88	265.64	287.93	631.00	621.00	620.00	403.00	316.00	301.00	218.72	232.82	263.23	621.00	624.00	656.22	653.82	316.00	340.00	406.78	399.43	232.82	238.26	270.48	265.64	12.90	6.08	12.94	55.07	15.60	22.75	0.97	1.97	16.20	3.18	9.55	5.77	316.22	253.00	429.00	245.00	309.00	104.00	18.33	31.09	17.75	22.39	7.54	81.67	68.91	82.25	77.61	169551.00	280487.00	157950.00	202662.67	121.59	144.93	129.92	536.61	786.31	542.95	621.96	130.41	161.84	600.40	0	0	0	3	0	3	0	0	0	0	0	0	0	0	3	3
54	antigen 066	TSGA10	3	2	5	697.26	642.38	618.09	389.29	363.31	338.77	315.01	291.28	287.99	618.00	610.00	610.00	384.00	309.00	293.00	235.75	258.89	279.89	610.00	612.67	652.58	642.38	309.00	328.67	363.79	363.31	258.89	258.18	298.09	291.28	40.56	4.62	25.26	48.58	14.74	22.08	0.75	6.21	14.78	6.94	8.55	4.95	323.91	244.00	235.00	241.00	240.00	4.58	17.68	17.03	17.46	17.39	0.33	82.32	82.97	82.54	82.61	170131.00	150960.00	148960.00	156683.67	293.54	213.80	75.37	261.85	320.16	920.83	500.94	116.22	166.52	104.58	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
55	antigen 070	XAGE3av1	3	2	6	643.67	629.06	640.29	366.81	367.59	369.70	287.51	265.62	279.85	609.00	616.00	612.00	299.00	306.00	304.00	252.84	252.56	251.55	612.00	612.33	637.67	640.29	304.00	303.00	368.03	367.59	252.56	252.32	277.66	279.85	7.65	3.51	1.49	3.61	11.11	0.68	0.57	1.20	1.19	0.41	0.27	4.00	334.67	279.00	340.00	331.00	316.67	32.93	20.22	24.64	23.99	22.95	2.39	79.78	75.36	76.01	77.05	179584.00	213880.00	211937.00	201800.33	211.70	75.06	206.27	378.92	1203.24	449.07	677.08	142.20	113.82	137.25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
56	antigen 074	CDK2	3	2	7	589.61	634.89	593.41	332.47	339.95	345.10	268.14	301.35	254.76	577.00	572.00	585.00	292.00	289.00	294.00	255.53	238.45	246.34	577.00	578.00	605.97	593.41	292.00	291.67	339.17	339.95	246.34	246.78	274.75	268.14	25.12	6.56	6.35	2.52	23.99	8.55	1.13	4.15	0.86	1.87	3.46	8.73	314.31	216.00	104.00	126.00	148.67	59.34	15.65	7.54	9.13	10.77	4.30	84.35	92.46	90.87	89.23	127356.00	66029.00	74770.00	89385.00	108.30	445.02	70.49	534.78	70.42	455.39	353.53	110.98	124.27	126.81	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
57	antigen 001	BAGE2	3	6	7	667.02	546.21	658.88	458.67	361.44	359.97	361.02	242.28	320.37	517.00	520.00	606.00	296.00	293.00	301.00	211.00	216.07	267.49	520.00	547.67	624.04	658.88	296.00	296.67	393.36	361.44	216.07	231.52	307.89	320.37	67.52	50.54	56.57	4.04	60.35	31.26	9.23	10.82	1.36	14.38	13.50	19.60	327.37	233.00	342.00	139.00	238.00	101.59	16.88	24.78	10.07	17.25	7.36	83.12	75.22	89.93	82.75	155416.00	186804.00	91584.00	144601.33	1168.53	74.55	379.46	71.99	1111.51	117.36	433.62	1911.59	702.23	269.59	3	0	0	3	0	3	0	0	0	0	0	0	0	0	3	3
58	antigen 094	p53 K382R	3	7	1	509.00	717.75	627.67	247.56	292.64	289.59	262.37	428.32	338.11	524.00	623.00	563.00	229.00	291.00	294.00	277.37	333.57	273.44	563.00	570.00	618.14	627.67	291.00	271.33	276.59	289.59	277.37	294.80	342.93	338.11	104.70	49.87	25.19	36.69	83.08	33.64	8.75	16.94	13.52	9.11	11.41	24.23	346.81	3.00	8.00	3.00	4.67	2.89	0.22	0.58	0.22	0.34	0.21	99.78	99.42	99.78	99.66	1527.00	5742.00	1883.00	3050.67	35.93	235.68	143.39	21.91	14.54	7.07	14.51	40.34	54.27	29.27	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
59	antigen 102	XAGE1B	3	8	1	584.77	925.24	1056.40	331.00	497.67	314.04	275.34	551.35	746.38	574.00	897.00	929.00	294.00	305.00	301.00	264.57	523.11	618.98	897.00	800.00	855.47	925.24	301.00	300.00	380.90	331.00	523.11	468.89	524.36	551.35	243.44	196.37	101.48	5.57	236.68	183.32	24.55	28.46	1.86	26.64	39.10	45.14	555.47	47.00	116.00	10.00	57.67	53.80	3.41	8.41	0.72	4.18	3.90	96.59	91.59	99.28	95.82	27484.00	107328.00	10564.00	48458.67	70.01	248.75	454.57	184.85	257.11	16.42	152.79	153.28	676.56	65.55	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
60	antigen 106	ITGB1	3	8	2	642.05	575.38	768.81	371.19	337.34	363.04	303.28	242.91	417.58	610.00	559.00	618.00	312.00	306.00	298.00	271.23	226.53	266.77	610.00	595.67	662.08	642.05	306.00	305.33	357.19	363.04	266.77	254.84	321.26	303.28	98.26	32.01	17.66	7.02	88.71	24.62	5.37	14.84	2.30	4.95	9.66	27.61	356.75	56.00	21.00	102.00	59.67	40.62	4.06	1.52	7.39	4.32	2.94	95.94	98.48	92.61	95.68	35955.00	12083.00	78419.00	42152.33	151.50	54.95	1009.77	112.11	92.84	42.18	82.37	242.86	84.61	131.47	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
61	Cy5-biotin-BSA low 4th grid	Cy5 BSA 5ng/ul	4	1	1	1955.11	2249.99	2899.41	1123.36	1708.24	2210.55	872.58	546.91	654.50	1851.00	2178.00	2606.00	1330.00	1905.00	2319.00	768.47	474.93	361.09	2178.00	2211.67	2368.17	2249.99	1905.00	1851.33	1680.72	1708.24	474.93	534.83	691.33	654.50	483.12	378.62	544.11	496.68	165.93	210.19	17.12	20.40	26.83	32.37	39.30	24.00	516.84	1189.00	492.00	85.00	588.67	558.31	86.16	35.65	6.16	42.66	40.46	13.84	64.35	93.84	57.34	2324625.00	1106993.00	246450.00	1226022.67	496.78	320.80	1778.88	2088.46	838.78	31.27	986.17	796.46	991.37	701.94	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
62	Cy5-biotin-BSA med 4th grid	Cy5 BSA 10ng/ul	4	1	2	1718.43	1645.17	1793.07	1015.85	1113.43	1280.05	722.19	566.33	564.61	1675.00	1592.00	1764.00	817.00	1194.00	1389.00	678.77	513.16	535.54	1675.00	1677.00	1718.89	1718.43	1194.00	1133.33	1136.44	1113.43	535.54	575.82	617.71	566.33	73.95	86.02	133.60	290.79	90.49	89.85	5.13	4.30	25.66	11.76	15.60	14.65	585.56	1335.00	1165.00	887.00	1129.00	226.16	96.74	84.42	64.28	81.81	16.39	3.26	15.58	35.72	18.19	2294099.00	1916623.00	1590453.00	1933725.00	339.98	270.88	261.51	2835.87	2435.72	1915.06	2395.55	661.85	698.24	810.47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
63	Cy5-biotin-BSA high 4th grid	Cy5 BSA 15ng/ul	4	1	3	2877.12	2918.05	2931.69	1727.38	2099.53	1962.65	1227.70	967.45	1055.80	2782.00	2886.00	2844.00	1792.00	2437.00	2413.00	1132.58	935.40	968.10	2844.00	2837.33	2908.96	2918.05	2413.00	2214.00	1929.85	1962.65	968.10	1012.03	1083.65	1055.80	28.40	52.32	188.23	365.66	132.34	105.67	1.84	0.98	16.52	9.75	10.44	12.21	694.96	1251.00	1302.00	1354.00	1302.33	51.50	90.65	94.35	98.12	94.37	3.73	9.35	5.65	1.88	5.63	3599283.00	3799299.00	3969515.00	3789365.67	867.52	497.36	547.29	1770.40	2532.64	2612.03	2305.02	1380.25	1754.52	1496.24	3	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
64	antigen 004	BAGE5	4	1	4	1042.49	737.75	1272.85	497.82	406.28	438.07	550.71	335.46	847.55	719.00	607.00	831.00	484.00	395.00	405.00	227.22	204.71	405.71	719.00	719.00	1017.70	1042.49	405.00	428.00	447.39	438.07	227.22	279.21	577.91	550.71	268.41	112.00	46.47	48.75	257.13	110.12	15.58	26.37	11.39	10.39	39.44	44.49	589.70	65.00	16.00	13.00	31.33	29.19	4.71	1.16	0.94	2.27	2.12	95.29	98.84	99.06	97.73	67762.00	11804.00	16547.00	32037.67	1670.89	203.62	1239.74	21.42	26.36	8.89	18.89	93.65	60.97	131.35	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
65	antigen 008	COX6B2	4	1	5	923.65	968.50	942.30	665.91	652.36	670.71	265.45	318.27	292.58	917.00	930.00	916.00	629.00	673.00	606.00	258.80	279.77	266.29	917.00	921.00	944.82	942.30	629.00	636.00	662.99	665.91	266.29	268.29	292.10	292.58	22.53	7.81	9.52	34.04	26.41	10.63	0.85	2.38	5.35	1.44	3.96	9.04	308.82	198.00	251.00	311.00	253.33	56.54	14.35	18.19	22.54	18.36	4.10	85.65	81.81	77.46	81.64	182883.00	243093.00	293054.00	239676.67	63.04	205.56	87.05	833.69	388.61	1045.30	755.87	153.88	130.08	224.77	0	0	0	3	3	0	0	0	0	0	0	0	0	0	3	3
66	antigen 012	CTAG2	4	1	6	984.37	1214.34	1194.42	715.51	808.12	777.43	279.57	405.88	428.41	953.00	1071.00	1073.00	696.00	801.00	711.00	248.20	262.54	306.98	1071.00	1032.33	1131.05	1194.42	711.00	736.00	767.02	777.43	262.54	272.57	371.29	405.88	127.41	68.71	47.17	56.79	80.22	30.65	6.66	11.27	7.72	6.15	11.25	21.61	395.05	231.00	277.00	618.00	375.33	211.41	16.74	20.07	44.78	27.20	15.32	83.26	79.93	55.22	72.80	227390.00	336373.00	738153.00	433972.00	124.42	1962.20	1251.63	519.06	57.30	211.53	262.63	144.05	137.01	166.43	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0
67	antigen 029	MAGEA10	4	1	7	1355.10	1232.85	2074.64	984.79	857.97	1248.94	380.96	385.77	894.12	1305.00	1222.00	1913.00	935.00	815.00	1008.00	330.86	374.93	732.48	1305.00	1480.00	1554.20	1355.10	935.00	919.33	1030.57	984.79	374.93	479.42	553.62	385.77	454.84	377.28	199.46	97.45	294.89	220.26	25.49	29.27	10.60	19.35	45.94	53.27	634.86	566.00	894.00	1007.00	822.33	229.07	41.01	64.78	72.97	59.59	16.60	58.99	35.22	27.03	40.41	766987.00	1102166.00	2089161.00	1319438.00	156.67	149.20	569.36	1376.35	2311.50	1581.37	1756.41	241.43	187.06	770.52	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
68	antigen 109	TKTL1 (isoform a)	4	1	8	5594.52	2540.16	779.30	1481.64	1126.12	491.58	4297.25	1510.91	290.76	2487.00	2554.00	729.00	989.00	827.00	495.00	1189.73	1524.75	240.46	2487.00	1923.33	2971.33	2540.16	827.00	770.33	1033.11	1126.12	1189.73	984.98	2032.97	1510.91	2436.40	1034.87	501.54	251.83	2053.63	666.18	53.81	82.00	32.69	48.55	67.63	101.02	2200.99	911.00	437.00	250.00	532.67	340.73	66.01	31.67	18.12	38.60	24.69	33.99	68.33	81.88	61.40	5096610.00	1110049.00	194824.00	2133827.67	10324.33	792.21	139.89	379.18	833.45	519.61	577.41	1567.60	933.08	103.86	3	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
69	antigen 033	MAGEA4v2	4	2	1	633.70	787.35	631.96	348.24	523.60	369.57	291.26	427.54	271.72	612.00	619.00	610.00	305.00	311.00	302.00	269.56	259.19	249.76	612.00	613.67	684.34	633.70	305.00	306.00	413.80	369.57	259.19	259.50	330.17	291.26	89.22	4.73	95.68	4.58	84.89	9.90	0.77	13.04	1.50	23.12	3.82	25.71	378.34	425.00	266.00	490.00	393.67	115.24	30.80	19.28	35.51	28.53	8.35	69.20	80.72	64.49	71.47	269322.00	209435.00	309662.00	262806.33	282.10	1673.78	62.15	438.80	67.95	2142.30	883.02	85.44	906.09	131.16	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
70	antigen 037	MAGEB1	4	2	2	1300.83	1220.75	1281.03	914.73	597.53	581.28	580.03	681.47	731.87	1298.00	1197.00	1254.00	510.00	315.00	356.00	577.20	657.72	704.84	1254.00	1249.67	1267.54	1281.03	356.00	393.67	697.85	597.53	657.72	646.59	664.46	681.47	41.71	50.64	188.00	102.81	77.34	64.55	4.05	3.29	26.12	26.94	9.98	11.64	873.87	1082.00	1245.00	1243.00	1190.00	93.54	78.41	90.22	90.07	86.23	6.78	21.59	9.78	9.93	13.77	1407502.00	1519834.00	1592318.00	1506551.33	189.03	214.12	405.28	3320.02	3962.48	2244.66	3175.72	2150.45	665.65	378.60	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
