	Annotation	Name	Grid	Row	Column	Raw intensity (mean) [1] {635}	Raw intensity (mean) [2] {635}	Raw intensity (mean) [3] {635}	Background (mean) [1] {635}	Background (mean) [2] {635}	Background (mean) [3] {635}	Net intensity (mean) [1] {635}	Net intensity (mean) [2] {635}	Net intensity (mean) [3] {635}	Raw intensity (med) [1] {635}	Raw intensity (med) [2] {635}	Raw intensity (med) [3] {635}	Background (med) [1] {635}	Background (med) [2] {635}	Background (med) [3] {635}	Net intensity (med) [1] {635}	Net intensity (med) [2] {635}	Net intensity (med) [3] {635}	Raw intensity (med) [med] {635}	Raw intensity (med) [mean] {635}	Raw intensity (mean) [mean] {635}	Raw intensity (mean) [med] {635}	Background (med) [med] {635}	Background (med) [mean] {635}	Background (mean) [mean] {635}	Background (mean) [med] {635}	Net intensity (med) [med] {635}	Net intensity (med) [mean] {635}	Net intensity (mean) [mean] {635}	Net intensity (mean) [med] {635}	Raw intensity (mean) [st.dev.] {635}	Raw intensity (med) [st.dev.] {635}	Background (mean) [st.dev.] {635}	Background (med) [st.dev.] {635}	Net intensity (mean) [st.dev.] {635}	Net intensity (med) [st.dev.] {635}	CT100 %CV on raw spot meds	CT100 %CV on raw spot means	CT100 %CV on bkgd local meds	CT100 %CV on bkgd local means	CT100 %CV on net meds	CT100 %CV on net means	CT100 raw mean mean - bkgd med mean	Raw intensity (np) [1] {635}	Raw intensity (np) [2] {635}	Raw intensity (np) [3] {635}	Raw intensity (np) [mean] {635}	Raw intensity (np) [st.dev.] {635}	Raw intensity (ar.pr.) [1] {635}	Raw intensity (ar.pr.) [2] {635}	Raw intensity (ar.pr.) [3] {635}	Raw intensity (ar.pr.) [mean] {635}	Raw intensity (ar.pr.) [st.dev.] {635}	raw intensity  (100-ar.pr.)  [1]	raw intensity  (100-ar.pr.)  [2]	raw intensity  (100-ar.pr.)  [3]	raw intensity  (100-ar.pr)  [val]  {mean}	Raw intensity (sum) [1] {635}	Raw intensity (sum) [2] {635}	Raw intensity (sum) [3] {635}	Raw intensity (sum) [mean] {635}	Net intensity (st.dev.) [1] {635}	Net intensity (st.dev.) [2] {635}	Net intensity (st.dev.) [3] {635}	weighted net mean  [1]	weighted net mean  [2]	weighted net mean  [3]	weighted net  (mean)  [mean]	Background (st.dev.) [1] {635}	Background (st.dev.) [2] {635}	Background (st.dev.) [3] {635}	Spot 1 running	Spot 2 running	Spot 3 running	raw int ar pr 1  < 20	raw int ar pr 2  < 20	raw int ar pr 3  < 20	net mean 1  <= 0	net mean 2  <= 0	net mean 3  <= 0	net median 1  <= 0	net median 2  <= 0	net median 3  <= 0	net mean in 2 spots of trip  <=0	net med in 2 spots of trip  <=0	ar pr  <20 for 2 spots of trip	CT100 any flag > 1 spot of trip
1	Cy5-biotin-BSA low 1st grid	Cy5 BSA 5ng/ul	1	1	1	4050.17	4025.08	4135.59	3461.55	3487.18	3705.56	591.28	542.79	557.24	4006.00	4002.00	4109.00	3447.00	3451.00	3552.00	547.12	519.70	530.65	4006.00	4039.00	4070.28	4050.17	3451.00	3483.33	3551.43	3487.18	530.65	532.49	563.77	557.24	57.93	60.65	134.09	59.50	24.90	13.80	1.50	1.42	1.71	3.78	2.59	4.42	586.95	864.00	742.00	744.00	783.33	69.87	62.61	53.77	53.91	56.76	5.06	37.39	46.23	46.09	43.24	3499343.00	2986611.00	3076879.00	3187611.00	257.70	243.31	259.28	1982.44	1655.27	1599.02	1745.58	387.44	390.06	934.89	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	Cy5-biotin-BSA med 1st grid	Cy5 BSA 10ng/ul	1	1	2	3883.50	3748.48	3808.73	2783.70	2749.12	2768.57	1050.95	949.69	1011.63	3775.00	3656.00	3708.00	2977.00	3002.00	3025.00	942.45	857.21	910.90	3708.00	3713.00	3813.57	3808.73	3002.00	3001.33	2767.13	2768.57	910.90	903.52	1004.09	1011.63	67.64	59.66	17.33	24.01	51.05	43.10	1.61	1.77	0.80	0.63	4.77	5.08	812.24	1237.00	1190.00	1263.00	1230.00	37.00	89.64	86.23	91.52	89.13	2.68	10.36	13.77	8.48	10.87	4803885.00	4460690.00	4810426.00	4691667.00	583.22	534.94	544.63	2229.03	2112.63	2345.98	2229.22	1053.53	979.77	1110.77	3	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
3	Cy5-biotin-BSA high 1st grid	Cy5 BSA 15ng/ul	1	1	3	4056.80	3888.26	3997.75	228.89	539.16	314.68	3838.07	3499.27	3763.77	3441.00	3476.00	3504.00	209.00	220.00	215.00	3222.27	3087.01	3270.02	3476.00	3473.67	3980.94	3997.75	215.00	214.67	360.91	314.68	3222.27	3193.10	3700.37	3763.77	85.52	31.56	160.22	5.51	178.08	94.93	0.91	2.15	2.57	44.39	2.97	4.81	3766.27	1282.00	1215.00	1267.00	1254.67	35.16	92.90	88.04	91.81	90.92	2.55	7.10	11.96	8.19	9.08	5200822.00	4724239.00	5065145.00	4996735.33	4106.48	3957.60	3777.71	1198.21	1074.29	1262.32	1178.27	107.52	906.01	667.40	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
4	antigen 007	COL6A1	1	1	4	662.40	631.41	645.19	245.90	210.34	207.29	442.60	425.45	440.10	592.00	585.00	501.00	209.00	203.00	206.00	372.19	379.04	295.91	585.00	559.33	646.34	645.19	206.00	206.00	221.17	210.34	372.19	349.04	436.05	440.10	15.53	50.64	21.46	3.00	9.27	46.15	9.05	2.40	1.46	9.70	13.22	2.12	440.34	756.00	717.00	655.00	709.33	50.93	54.78	51.96	47.46	51.40	3.69	45.22	48.04	52.54	48.60	500778.00	452722.00	422602.00	458700.67	509.89	771.36	1304.38	656.23	395.47	221.00	424.23	336.44	30.47	20.49	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
5	antigen 011	CT62	1	1	5	858.99	763.19	698.69	300.90	237.39	306.97	570.18	542.84	468.66	767.00	675.00	658.00	285.00	210.00	202.00	478.19	454.65	427.98	675.00	700.00	773.62	763.19	210.00	232.33	281.76	300.90	454.65	453.61	527.23	542.84	80.66	58.64	38.54	45.79	52.53	25.12	8.38	10.43	19.71	13.68	5.54	9.96	541.29	735.00	796.00	743.00	758.00	33.15	53.26	57.68	53.84	54.93	2.40	46.74	42.32	46.16	45.07	631361.00	607497.00	519125.00	585994.33	766.08	1509.44	287.13	547.05	286.27	1212.77	682.03	113.73	237.75	981.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
6	antigen 015	DSCR8/MMA1	1	1	6	980.72	982.96	782.78	289.28	275.79	221.76	702.71	732.33	564.13	886.00	865.00	757.00	289.00	241.00	207.00	607.99	614.38	538.35	865.00	836.00	915.49	980.72	241.00	245.67	262.28	275.79	607.99	586.90	666.39	702.71	114.93	69.22	35.73	41.20	89.79	42.17	8.28	12.55	16.77	13.62	7.19	13.47	669.82	973.00	929.00	911.00	937.67	31.90	70.51	67.32	66.01	67.95	2.31	29.49	32.68	33.99	32.05	954240.00	913168.00	713113.00	860173.67	768.96	1604.00	223.32	889.17	424.15	2301.31	1204.88	112.23	328.24	40.43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
7	antigen 032	MAGEA3	1	1	7	1361.79	971.79	1156.97	961.15	491.46	682.36	578.78	497.29	493.08	1221.00	892.00	1016.00	778.00	421.00	686.00	438.00	417.50	352.10	1016.00	1043.00	1163.52	1156.97	686.00	628.33	711.66	682.36	417.50	402.53	523.05	497.29	195.08	166.15	236.21	185.35	48.31	44.86	15.93	16.77	29.50	33.19	11.14	9.24	535.18	511.00	1074.00	593.00	726.00	304.15	37.03	77.83	42.97	52.61	22.04	62.97	22.17	57.03	47.39	695874.00	1043702.00	686086.00	808554.00	1764.91	452.34	1212.33	167.58	1180.71	241.18	529.82	1305.58	275.67	329.16	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
8	antigen 112	SOX1	1	1	8	1226.42	944.26	966.76	669.57	689.46	536.41	570.74	400.49	435.85	995.00	824.00	772.00	660.00	570.00	490.00	339.32	280.23	241.09	824.00	863.67	1045.81	966.76	570.00	573.33	631.82	669.57	280.23	286.88	469.02	435.85	156.81	116.67	83.22	85.05	89.84	49.45	13.51	14.99	14.83	13.17	17.24	19.16	472.48	373.00	199.00	150.00	240.67	117.19	27.03	14.42	10.87	17.44	8.49	72.97	85.58	89.13	82.56	457454.00	187907.00	145014.00	263458.33	1256.24	336.88	538.36	169.46	236.57	121.44	175.82	179.49	2398.58	152.18	0	3	0	0	3	3	0	0	0	0	0	0	0	0	3	3
9	antigen 036	MAGEA5	1	2	1	2563.14	2614.30	2586.91	1666.25	1618.10	1052.89	896.40	1013.04	1609.60	2541.00	2466.00	2544.00	2255.00	2138.00	481.00	874.26	864.74	1566.69	2541.00	2517.00	2588.12	2586.91	2138.00	1624.67	1445.74	1618.10	874.26	1101.90	1173.01	1013.04	25.60	44.19	341.08	992.17	382.56	402.55	1.76	0.99	61.07	23.59	36.53	32.61	963.45	463.00	453.00	271.00	395.67	108.08	33.55	32.83	19.64	28.67	7.83	66.45	67.17	80.36	71.33	1186735.00	1184279.00	701052.00	1024022.00	361.70	2978.15	766.45	1147.45	154.09	569.12	623.55	1082.11	1123.18	1107.14	3	3	3	0	0	3	0	0	0	0	0	0	0	0	0	0
10	antigen 040	MART-1	1	2	2	718.66	667.12	762.74	292.45	262.90	300.21	442.63	408.87	483.53	585.00	604.00	614.00	221.00	258.00	278.00	308.97	345.75	334.79	604.00	601.00	716.17	718.66	258.00	252.33	285.18	292.45	334.79	329.84	445.01	442.63	47.86	14.73	19.69	28.92	37.39	18.88	2.45	6.68	11.46	6.90	5.73	8.40	463.84	940.00	1196.00	1028.00	1054.67	130.07	68.12	86.67	74.49	76.43	9.43	31.88	13.33	25.51	23.57	675539.00	797878.00	784096.00	752504.33	1998.99	383.46	999.40	208.14	1275.25	497.37	660.25	141.69	54.08	140.02	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
11	antigen 044	NY-CO-45	1	2	3	575.78	597.08	572.52	289.10	301.28	260.07	312.77	324.34	321.74	511.00	513.00	510.00	221.00	231.00	225.00	247.99	240.26	259.23	511.00	511.33	581.79	575.78	225.00	225.67	283.48	289.10	247.99	249.16	319.62	321.74	13.34	1.53	21.17	5.03	6.07	9.54	0.30	2.29	2.23	7.47	3.83	1.90	356.13	510.00	449.00	596.00	518.33	73.85	36.96	32.54	43.19	37.56	5.35	63.04	67.46	56.81	62.44	293650.00	268089.00	341220.00	300986.33	385.32	683.02	171.42	413.98	213.21	1118.65	581.95	202.27	194.26	87.86	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
12	antigen 064	THEG	1	2	4	1015.86	957.33	979.35	717.83	609.28	616.22	352.74	355.77	373.55	983.00	919.00	929.00	666.00	588.00	590.00	319.88	317.44	323.20	929.00	943.67	984.18	979.35	590.00	614.67	647.78	616.22	319.88	320.17	360.69	355.77	29.56	34.43	60.77	44.47	11.24	2.89	3.65	3.00	7.23	9.38	0.90	3.12	369.51	508.00	494.00	537.00	513.00	21.93	36.81	35.80	38.91	37.17	1.59	63.19	64.20	61.09	62.83	516055.00	472921.00	525912.00	504962.67	159.33	149.89	205.11	1124.65	1172.52	978.01	1091.73	416.70	126.76	146.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
13	antigen 068	TYR	1	2	5	836.80	864.55	910.56	475.22	470.61	434.46	397.30	405.28	494.68	796.00	804.00	806.00	285.00	481.00	308.00	356.50	344.72	390.13	804.00	802.00	870.64	864.55	308.00	358.00	460.10	470.61	356.50	363.78	432.42	405.28	37.25	5.29	22.32	107.14	54.07	23.56	0.66	4.28	29.93	4.85	6.48	12.50	512.64	808.00	887.00	864.00	853.00	40.63	58.55	64.28	62.61	61.81	2.94	41.45	35.72	37.39	38.19	676136.00	766858.00	786720.00	743238.00	288.96	399.45	1151.28	1110.95	899.93	371.24	794.04	413.72	223.43	257.15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
14	antigen 072	ZNF165	1	2	6	740.46	729.77	1354.54	503.01	306.11	417.06	351.56	454.44	1047.87	686.00	593.00	631.00	307.00	279.00	226.00	297.10	317.67	324.33	631.00	636.67	941.59	740.46	279.00	270.67	408.72	417.06	317.67	313.03	617.96	454.44	357.66	46.76	98.71	41.14	375.85	14.20	7.34	37.98	15.20	24.15	4.54	60.82	670.92	569.00	777.00	388.00	578.00	194.66	41.23	56.30	28.12	41.88	14.11	58.77	43.70	71.88	58.12	421324.00	567031.00	525560.00	504638.33	251.42	1153.54	1938.79	795.63	306.10	209.70	437.14	814.63	223.67	1240.53	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
15	antigen 076	CDK7	1	2	7	735.00	1154.14	1780.36	219.08	222.56	208.56	519.74	941.85	1574.36	669.00	682.00	1457.00	205.00	199.00	203.00	453.74	469.71	1251.01	682.00	936.00	1223.17	1154.14	203.00	202.33	216.74	219.08	469.71	724.82	1011.99	941.85	526.09	451.25	7.29	3.06	530.80	455.76	48.21	43.01	1.51	3.36	62.88	52.45	1020.83	6.00	7.00	14.00	9.00	4.36	0.43	0.51	1.01	0.65	0.32	99.57	99.49	98.99	99.35	4410.00	8079.00	24925.00	12471.33	422.26	734.46	1278.44	7.39	8.98	17.24	11.20	41.91	129.59	20.46	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
16	CT100 Control Buffer only 1st grid	Buffer	1	2	8	912.29	660.43	1245.56	256.99	248.06	215.10	680.41	429.82	1042.90	590.00	477.00	931.00	202.00	189.00	185.00	358.13	246.39	728.34	590.00	666.00	939.42	912.29	189.00	192.00	240.05	248.06	358.13	444.29	717.71	680.41	293.51	236.35	22.07	8.89	308.24	252.27	35.49	31.24	4.63	9.19	56.78	42.95	747.42	7.00	21.00	9.00	12.33	7.57	0.51	1.52	0.65	0.89	0.55	99.49	98.48	99.35	99.11	6386.00	13869.00	11210.00	10488.33	624.43	378.58	867.94	7.63	23.84	10.81	14.09	162.65	139.59	102.67	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
17	antigen 003	BAGE4	1	6	7	741.48	666.45	691.50	253.53	262.87	257.43	500.31	413.71	445.23	593.00	578.00	586.00	212.00	225.00	209.00	351.83	325.27	339.73	586.00	585.67	699.81	691.50	212.00	215.33	257.94	257.43	339.73	338.94	453.08	445.23	38.20	7.51	4.69	8.50	43.83	13.30	1.28	5.46	3.95	1.82	3.92	9.67	484.48	681.00	847.00	792.00	773.33	84.56	49.35	61.38	57.39	56.04	6.13	50.65	38.62	42.61	43.96	504949.00	564482.00	547668.00	539033.00	970.93	915.77	660.20	350.91	382.65	534.12	422.56	112.37	89.72	103.84	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
18	antigen 096	p53 M133T	1	7	1	457.00	1203.87	533.71	244.40	216.32	267.16	253.98	990.98	284.32	457.00	697.00	460.00	201.00	203.00	203.00	253.98	484.11	210.60	460.00	538.00	731.53	533.71	203.00	202.33	242.63	244.40	253.98	316.23	509.76	284.32	410.85	137.71	25.47	1.15	417.03	147.00	25.60	56.16	0.57	10.50	46.48	81.81	529.19	1.00	15.00	14.00	10.00	7.81	0.07	1.09	1.01	0.72	0.57	99.93	98.91	98.99	99.28	457.00	18058.00	7472.00	8662.33	0.00	1641.33	133.37	<NO DATA>	9.06	29.84	12.97	297.26	32.95	141.34	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
19			1	7	7	1972.06	1161.95	1401.20	249.77	252.68	209.42	1732.87	925.75	1196.55	1134.00	519.00	716.00	207.00	203.00	200.00	894.82	282.80	511.35	678.00	774.50	1314.55	930.68	205.00	227.56	262.57	234.97	392.79	525.20	1065.25	719.11	1252.20	340.44	66.15	44.53	1252.77	342.22	43.96	95.26	19.57	25.19	65.16	117.60	1086.99	18.00	41.00	5.00	36.19	52.29	1.30	2.97	0.36	2.62	3.79	98.70	97.03	99.64	98.45	35497.00	47640.00	7006.00	37848.81	1996.15	2025.02	1369.72	15.63	18.74	4.37	12.91	89.92	123.23	38.33	0	0	0	32	32	32	0	0	0	0	0	0	0	0	32	32
20	antigen 104	ACVR2A	1	8	1	3160.14	2623.50	853.67	1890.05	649.21	491.19	1367.18	2029.47	366.73	3000.00	935.00	736.00	708.00	597.00	518.00	1207.04	340.97	249.07	935.00	1557.00	2212.44	2623.50	597.00	607.67	1010.15	649.21	340.97	599.02	1254.46	1367.18	1206.93	1253.63	766.10	95.45	837.08	528.56	80.52	54.55	15.71	75.84	88.24	66.73	1604.77	478.00	46.00	406.00	310.00	231.45	34.64	3.33	29.42	22.46	16.77	65.36	96.67	70.58	77.54	1510547.00	120681.00	346589.00	659272.33	764.26	5632.78	1189.16	855.09	16.57	125.21	332.29	1700.77	557.06	209.46	3	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0
21	antigen 108	PIM1	1	8	2	4084.62	801.41	796.55	1515.49	481.35	499.68	2709.47	329.19	309.13	4155.00	713.00	732.00	582.00	487.00	491.00	2779.85	240.78	244.58	732.00	1866.67	1894.19	801.41	491.00	520.00	832.17	499.68	244.58	1088.40	1115.93	329.19	1896.96	1981.78	591.84	53.73	1380.08	1464.83	106.17	100.15	10.33	71.12	134.59	123.67	1374.19	97.00	104.00	209.00	136.67	62.74	7.03	7.54	15.14	9.90	4.55	92.97	92.46	84.86	90.10	396208.00	83347.00	166479.00	215344.67	1458.94	378.72	225.47	180.14	90.40	286.55	185.70	1746.52	139.61	126.50	3	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
22	Cy5-biotin-BSA low 2nd grid	Cy5 BSA 5ng/ul	2	1	1	2778.33	2632.76	2029.61	1723.86	1545.52	944.96	1052.77	1104.92	1146.10	2775.00	2620.00	2012.00	2168.00	2088.00	192.00	1049.44	1092.16	1128.50	2620.00	2469.00	2480.23	2632.76	2088.00	1482.67	1404.78	1545.52	1092.16	1090.03	1101.26	1104.92	396.98	403.29	408.08	1118.47	46.77	39.57	16.33	16.01	75.44	29.05	3.63	4.25	997.57	1330.00	1290.00	951.00	1190.33	208.23	96.38	93.48	68.91	86.26	15.09	3.62	6.52	31.09	13.74	3695179.00	3396259.00	1930157.00	3007198.33	442.83	435.27	327.78	3161.94	3274.63	3325.22	3253.93	1064.30	1147.77	968.69	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0
23	Cy5-biotin-BSA med 2nd grid	Cy5 BSA 10ng/ul	2	1	2	2352.07	2317.39	2078.97	634.85	750.71	281.20	1799.82	1646.74	1821.56	2399.00	2366.00	2284.00	213.00	212.00	196.00	1846.75	1695.36	2026.59	2366.00	2349.67	2249.48	2317.39	212.00	207.00	555.59	634.85	1846.75	1856.23	1756.04	1799.82	148.68	59.21	244.59	9.54	95.28	165.82	2.52	6.61	4.61	44.02	8.93	5.43	2042.48	782.00	670.00	980.00	810.67	156.98	56.67	48.55	71.01	58.74	11.38	43.33	51.45	28.99	41.26	1839321.00	1552650.00	2037386.00	1809785.67	798.49	452.93	737.51	1762.65	2435.95	2420.47	2206.36	789.38	916.08	187.83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
24	Cy5-biotin-BSA high 2nd grid	Cy5 BSA 15ng/ul	2	1	3	4345.45	4159.35	4369.61	575.50	1341.39	1010.26	3907.72	3147.86	3613.99	2697.00	2613.00	2501.00	191.00	195.00	203.00	2259.27	1601.52	1745.38	2613.00	2603.67	4291.47	4345.45	195.00	196.33	975.72	1010.26	1745.38	1868.72	3556.52	3613.99	115.06	98.33	384.11	6.11	383.17	345.79	3.78	2.68	3.11	39.37	18.50	10.77	4095.13	1210.00	1228.00	1155.00	1197.67	38.03	87.68	88.99	83.70	86.79	2.76	12.32	11.01	16.30	13.21	5257995.00	5107677.00	5046897.00	5137523.00	4426.27	4434.52	5112.67	1068.25	871.70	816.44	918.79	970.39	2158.74	1628.65	0	3	3	0	0	0	0	0	0	0	0	0	0	0	0	0
25	antigen 006	CEP290	2	1	4	573.75	605.74	720.98	250.78	265.20	263.83	337.33	355.48	474.91	511.00	556.00	520.00	206.00	185.00	191.00	274.57	305.74	273.93	520.00	529.00	633.49	605.74	191.00	194.00	259.93	263.83	274.57	284.75	389.24	355.48	77.44	23.81	7.96	10.82	74.75	18.18	4.50	12.22	5.58	3.06	6.39	19.20	439.49	786.00	394.00	245.00	475.00	279.45	56.96	28.55	17.75	34.42	20.25	43.04	71.45	82.25	65.58	450970.00	238660.00	176640.00	288756.67	198.68	477.27	2033.48	1334.49	293.45	57.22	561.72	113.76	147.75	191.70	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0
26	antigen 010	CT47.11	2	1	5	736.54	844.48	668.66	354.17	343.09	317.64	397.17	544.22	367.60	633.00	620.00	599.00	305.00	259.00	223.00	293.63	319.74	297.94	620.00	617.33	749.90	736.54	259.00	262.33	338.30	343.09	297.94	303.77	436.33	397.17	88.67	17.16	18.73	41.10	94.60	14.00	2.78	11.82	15.67	5.54	4.61	21.68	487.56	585.00	338.00	366.00	429.67	135.25	42.39	24.49	26.52	31.14	9.80	57.61	75.51	73.48	68.86	430877.00	285435.00	244730.00	320347.33	529.64	816.38	609.53	438.69	225.32	220.73	294.91	163.82	364.13	186.12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
27	antigen 014	DDX53	2	1	6	922.27	929.60	730.35	495.57	472.73	333.08	507.26	528.10	419.03	811.00	704.00	702.00	382.00	389.00	284.00	395.99	302.50	390.69	704.00	739.00	860.74	922.27	382.00	351.67	433.79	472.73	390.69	363.06	484.80	507.26	112.98	62.36	87.96	58.71	57.90	52.52	8.44	13.13	16.69	20.28	14.46	11.94	509.07	680.00	463.00	703.00	615.33	132.42	49.28	33.55	50.94	44.59	9.60	50.72	66.45	49.06	55.41	627141.00	430405.00	513434.00	523660.00	663.86	1235.99	231.28	519.59	197.82	1273.71	663.71	531.67	480.41	192.95	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
28	antigen 031	MAGEA2	2	1	7	928.85	848.59	937.59	539.65	514.05	400.68	426.52	339.90	548.82	878.00	810.00	707.00	483.00	498.00	388.00	375.67	301.32	318.24	810.00	798.33	905.01	928.85	483.00	456.33	484.79	514.05	318.24	331.74	438.41	426.52	49.06	86.09	73.96	59.65	104.97	38.97	10.78	5.42	13.07	15.26	11.75	23.94	448.67	366.00	312.00	355.00	344.33	28.54	26.52	22.61	25.72	24.95	2.07	73.48	77.39	74.28	75.05	339959.00	264759.00	332843.00	312520.33	298.33	224.91	3056.40	523.26	471.52	63.75	352.84	347.71	170.03	189.35	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
29	antigen 111	DPPA2	2	1	8	955.65	1131.07	1393.22	544.01	544.45	758.96	445.83	617.74	952.67	743.00	800.00	698.00	488.00	499.00	407.00	233.18	286.68	257.45	743.00	747.00	1159.98	1131.07	488.00	464.67	615.81	544.45	257.45	259.10	672.08	617.74	220.22	51.12	123.97	50.24	257.75	26.79	6.84	18.98	10.81	20.13	10.34	38.35	695.31	113.00	162.00	40.00	105.00	61.39	8.19	11.74	2.90	7.61	4.45	91.81	88.26	97.10	92.39	107988.00	183233.00	55729.00	115650.00	1404.87	2471.43	2684.58	35.86	40.49	14.19	30.18	338.07	358.98	3805.43	0	0	3	3	3	3	0	0	0	0	0	0	0	0	3	3
30	antigen 035	MAGEA4v4	2	2	1	735.65	616.07	667.99	340.04	308.67	399.12	418.56	338.96	381.80	625.00	529.00	541.00	305.00	245.00	218.00	307.91	251.88	254.81	541.00	565.00	673.24	667.99	245.00	256.00	349.28	340.04	254.81	271.53	379.77	381.80	59.96	52.31	45.93	44.53	39.84	31.53	9.26	8.91	17.39	13.15	11.61	10.49	417.24	376.00	512.00	430.00	439.33	68.48	27.25	37.10	31.16	31.84	4.96	72.75	62.90	68.84	68.16	276605.00	315429.00	287237.00	293090.33	355.15	252.54	522.14	443.13	687.19	314.43	481.58	183.26	229.67	1412.59	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0
31	antigen 039	MAGEB6	2	2	2	1517.57	1495.82	1386.98	514.92	494.42	224.55	1067.60	1089.09	1185.53	1401.00	1388.00	1218.00	223.00	204.00	189.00	951.03	981.27	1016.54	1388.00	1335.67	1466.79	1495.82	204.00	205.33	411.30	494.42	981.27	982.95	1114.07	1089.09	69.97	102.11	162.05	17.04	62.81	32.79	7.64	4.77	8.30	39.40	3.34	5.64	1261.46	1126.00	1061.00	1187.00	1124.67	63.01	81.59	76.88	86.01	81.50	4.57	18.41	23.12	13.99	18.50	1708787.00	1587062.00	1646349.00	1647399.33	1244.79	866.05	2078.16	965.72	1334.25	677.15	992.37	527.36	821.27	142.94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
32	antigen 043	NXF2	2	2	3	689.03	686.42	741.90	374.96	345.55	429.61	321.04	355.81	381.00	628.00	633.00	615.00	380.00	295.00	346.00	260.01	302.39	254.09	628.00	625.33	705.79	689.03	346.00	340.33	383.37	374.96	260.01	272.17	352.62	355.81	31.31	9.29	42.66	42.78	30.11	26.34	1.49	4.44	12.57	11.13	9.68	8.54	365.45	480.00	369.00	452.00	433.67	57.73	34.78	26.74	32.75	31.43	4.18	65.22	73.26	67.25	68.57	330735.00	253289.00	335341.00	306455.00	305.88	183.86	551.95	503.80	714.09	312.01	509.96	191.40	211.41	881.29	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
33	antigen 063	SYCP1	2	2	4	816.71	516.40	1011.33	190.54	190.84	182.17	634.54	346.10	832.45	620.00	514.00	730.00	186.00	180.00	185.00	437.82	343.70	551.12	620.00	621.33	781.48	816.71	185.00	183.67	187.85	190.54	437.82	444.21	604.36	634.54	249.34	108.01	4.92	3.21	244.58	103.86	17.38	31.91	1.75	2.62	23.38	40.47	597.82	7.00	5.00	6.00	6.00	1.00	0.51	0.36	0.43	0.43	0.07	99.49	99.64	99.57	99.57	5717.00	2582.00	6068.00	4789.00	443.12	89.09	708.56	10.02	19.42	7.05	12.17	79.19	115.76	41.08	0	0	0	3	3	3	0	0	0	0	0	0	0	0	3	3
34	antigen 067	TSSK6	2	2	5	558.49	591.06	609.36	297.88	285.31	287.19	268.61	329.93	329.22	515.00	513.00	526.00	277.00	214.00	278.00	225.12	251.87	245.86	515.00	518.00	586.30	591.06	277.00	256.33	290.13	287.19	245.86	240.95	309.25	329.22	25.77	7.00	6.78	36.67	35.20	14.04	1.35	4.39	14.30	2.34	5.82	11.38	329.97	372.00	479.00	390.00	413.67	57.29	26.96	34.71	28.26	29.98	4.15	73.04	65.29	71.74	70.02	207758.00	283116.00	237651.00	242841.67	122.44	297.39	302.51	816.11	531.41	424.45	590.65	108.83	181.65	107.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
35	antigen 071	XAGE3av2	2	2	6	1138.99	1188.91	1017.16	712.02	616.20	513.95	447.39	577.58	515.25	1043.00	957.00	891.00	680.00	585.00	513.00	351.40	345.66	389.09	957.00	963.67	1115.02	1138.99	585.00	592.67	614.05	616.20	351.40	362.05	513.41	515.25	88.35	76.22	99.05	83.76	65.11	23.59	7.91	7.92	14.13	16.13	6.52	12.68	522.35	520.00	371.00	611.00	500.67	121.16	37.68	26.88	44.28	36.28	8.78	62.32	73.12	55.72	63.72	592276.00	441087.00	621482.00	551615.00	779.02	2109.35	1860.44	298.64	101.59	169.22	189.81	412.39	246.21	253.41	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
